//Index	Message
185	"Type /guild in front of "
186	"the guild master you want to join"
187	"and you can join the guild."
188	"Disband"
189	"Leave"
190	"Party"
191	"Type /party with the mouse cursor on"
192	"the player you would like"
193	"to create a party with"
194	"and you can create"
195	"a party with them."
196	"You can share more Exp with "
197	"your party members based on level."
198	"Cost"
199	"Spare Points: %d / %d"
200	"Level: %d | Resets: %d"
201	"Exp : %u/%u"
202	"Strength : %d"
203	"Dmg(rate): %d~%d (%d)"
204	"Dmg: %d~%d"
205	"Agility: %d"
206	"Defense (rate):%d (%d +%d)"
207	"Defense: %d (+%d)"
208	"Defense (rate):%d (%d)"
209	"Defense: %d"
210	"Vitality: %d"
211	"HP: %d / %d"
212	"Energy: %d"
213	"Mana: %d / %d"
214	"A G: %d / %d"
215	"Wizardry Dmg: %d~%d (+%d)"
216	"Wizardry Dmg: %d~%d"
217	"Point: %d"
218	"Explanation"
219	"[Zen available to be exchanged to Rena]"
220	"Close Guild Window (G)"
221	"Close Party Window (P)"
222	"Close Character Info Window (C)"
223	"Inventory"
224	"Zen"
225	"Close (I,V)"
226	"Trade"
227	"Zen Trade"
228	"OK"
229	"Cancel"
230	"Merchant"
231	"Buy (B)"
232	"Sell (S)"
233	"Repair (R)"
234	"Storage"
235	"Deposit"
236	"Withdraw"
237	"Repair all (A)"
238	"Repairing cost: %s"
239	"Repair all"
240	"open"
241	"close"
242	"Warehouse Lock/Unlock"
243	"Registering Rena"
244	"Selecting Lucky number"
245	"Number of Rena you have collected"
246	"Number of Registered Rena"
247	"Lucky number"
248	"/Battle"
249	"/Battle Soccer"
250	"Arrows reloaded"
251	"No more arrows"
252	"Storage must be closed to warp"
253	"Your level must be over %d to warp"
254	"/guild"
255	"You are already in a guild"
256	"/party"
257	"You are already in a party"
258	"/exchange"
259	"/trade"
260	"/warp"
261	"You cannot go to Atlans while riding a Unicorn"
262	"You can enter Altans only after joining a party."
263	"You can enter Icarus only with wings, dinorant, fenrirr"
264	"/whisper off"
265	"/whisper on"
266	"Storage fee"
267	"Whisper function is now off"
268	"Whisper function is now on"
269	"You are not allowed to drop this expensive item"
270	"Hello"
271	"Hi"
272	"Welcome"
273	"Welcome"
274	"Thanks"
275	"Thanks"
276	"Thanks"
277	"Thanks"
278	"enjoy the game"
279	"Bye"
280	"bye"
281	"Good"
282	"Good"
283	"Wow"
284	"Wow"
285	"Nice"
286	"Nice"
287	"Here"
288	"Here"
289	"Come"
290	"Come"
291	"come on"
292	"There"
293	"There"
294	"That"
295	"That"
296	"Not"
297	"Not"
298	"Never"
299	"Never"
300	"Do not"
301	"Do not"
302	"do not"
303	"Sorry"
304	"Sorry"
305	"Sorry"
306	"Sad"
307	"Sad"
308	"Cry"
309	"Cry"
310	"Huh"
311	"Pooh"
312	"Haha"
313	"Hehe"
314	"Hoho"
315	"Hoho"
316	"Hihi"
317	"Great"
318	"Great"
319	"Oh Yeah"
320	"Oh yeah"
321	"beat it"
322	"Win"
323	"Win"
324	"Victory"
325	"Victory"
326	"Sleep"
327	"Sleep"
328	"Tired"
329	"Tired"
330	"Cold"
331	"Cold"
332	"hurt"
333	"hurt"
334	"hurt"
335	"Again"
336	"Again"
337	"OK"
338	"Great"
339	"Respect"
340	"Respect"
341	"Defeated"
342	"Sir"
343	"Sir"
344	"Rush"
345	"Rush"
346	"Go go"
347	"Go go"
348	"Look around"
349	"/mu"
350	"Only characters over level %d can enter."
351	"Arrows: %d (%d)"
352	"Bolts: %d (%d)"
353	"Guardian Angel"
354	"Dinorant"
355	"Uniria"
356	"Summoned Monster HP"
357	"Exp: %d/%d"
358	"Life: %d/%d"
359	"Mana: %d/%d"
360	"A G use: %d"
361	"Party (P)"
362	"Character (C)"
363	"Inventory (I,V)"
364	"Guild (G)"
365	"Notice! Please check out"
366	"the level of the player "
367	"and the items before trading."
368	"Level"
369	"About %d"
370	"Warning!"
371	"The levels and options of some items"
372	"have been changed in trade."
373	"Please check whether the item is"
374	"the same item that you want to trade."
375	"Inventory is full."
376	"Do you want to use the fruit?"
377	"(%s) stat %d points have been generated."
378	"stat creation failed from fruit combination."
379	"(%s fruit) stat %d points have been %s."
380	"You will exit game in %d seconds."
381	"Exit Game"
382	"Select Server"
383	"Switch Character"
384	"Cancel"
385	"Option"
386	"Automatic Attack"
387	"Beep sound for whispering"
388	"Close"
389	"Volume"
390	"Type more than 4 letters"
391	"Cannot use symbols."
392	"Restricted words are"
393	"included."
394	"Invalid character name"
395	"or name supplied already exists."
396	"No more characters can be created."
397	"If you would like to remove %s"
398	"you must enter your vault password."
399	"You cannot delete characters"
400	"over level 40."
401	"The password you have entered is incorrect."
402	"You are disconnected from the server."
403	"Enter your account"
404	"Enter your password"
405	"New version of game is required"
406	"Please download the new version"
407	"Password is incorrect"
408	"Connection error"
409	"Connection closed due to 3 failed attempts."
410	"Your individual subscription term is over."
411	"Your individual subscription time is over."
412	"Subscription term is over on your IP."
413	"Subscription time is over on your IP."
414	"Your account is invalid"
415	"Your account is already connected"
416	"The server is full"
417	"This account is blocked"
418	"%s"
419	"would like to trade with you."
420	"Enter the amount of Zen you would like to deposit."
421	"Enter the amount of Zen you would like to withdraw."
422	"Enter the amount of Zen you would like to trade."
423	"You are short of Zen."
424	"You can not trade over 50 million Zen at once"
425	"Someone requests you to join their a party"
426	"Please draw your guild emblem"
427	"If you want to leave your guild,"
428	"Please enter your WEBZEN.COM password."
429	"You have received an offer to join a guild."
430	"%s guild challenges you"
431	"to a Guild War."
432	"You have been challenged to Battle Soccer"
433	"No charge info"
434	"This is a blocked character"
435	"Only players age 18 and over are permitted to connect to this server"
436	"This account is item blocked."
437	"Please check on http://muonline.webzen.com site"
438	"You cannot remove your character since the guild cannot be removed"
439	"The character is item blocked"
440	"Incorrect password"
441	"Inventory is already locked"
442	"it is not allowed to use same 4 numbers"
443	"if you want to lock the inventory,"
444	"Please enter your WEBZEN.COM password."
445	"Password is incorrect"
446	"No more stats would be increased on your level."
447	"Agree with the above agreement"
448	"Do you want to move your account into the divided server?"
449	"Dissolve or leave your guild"
450	"Account"
451	"Password"
452	"Connect"
453	"Exit"
454	"(c) Copyright 2024 Webzen"
455	" All Rights Reserved."
456	"v 1.0.1"
457	"Operation"
458	"WEBZEN"
459	"%s: Screenshot Saved"
460	"[Sala - %s-%d]"
461	"[Sala - %s-%d]"
462	"1)After moving your account into the divided server,"
463	"you can not move your account back to the previous server."
464	"2)After moving your account into the divided server,"
465	"all the character info and items under your account"
466	"will move into the divided server"
467	"when you login the divided server."
468	"3)After moving your account into the divided server"
469	"game will be automatically closed"
470	"Connecting to the server"
471	"Please wait"
472	"Verifying your account"
473	"Please wait"
474	"You cannot use your items while using the vault or while trading."
475	"You have requested %s to trade."
476	"You have requested %s to join your party."
477	"You have requested %s to join your guild."
478	"You can use the trade command at character level 6"
479	"You can use the whisper command at character level 6"
480	"Tied!!!"
481	"You are connected to the server"
482	"No users"
483	"[Notice for guild members] %s"
484	"Welcome to "
485	"Of"
486	"Obtained %d Exp"
487	"Hero"
488	"Commoner"
489	"Outlaw Warning"
490	"1st Stage Outlaw"
491	"2nd Stage Outlaw"
492	"Your trade has been canceled."
493	"You cannot trade right now."
494	"These items cannot be traded."
495	"Your trade has been canceled because your inventory is full."
496	"Trade request is canceled"
497	"Creating a party has failed."
498	"Your request has been denied."
499	"Party is full."
500	"The user has left the game."
501	"The user is already in another party."
502	"You have just left the party."
503	"Guild master has refused your request to join the guild."
504	"You have just joined the guild."
505	"The guild is full."
506	"The user has left the game."
507	"The user is not a guild master."
508	"You cannot join more than one guild."
509	"The guild master is too busy to approve your request to join the guild"
510	"Chracters over level 6 can join a guild."
511	"The password you have entered is incorrect."
512	"You have left the guild."
513	"Only a guild master can disband a guild."
514	"You have failed from the guild"
515	"The guild has been dissolved"
516	"The guild name already exists"
517	"Guild name must be at least 4 characters"
518	"You are already in a guild."
519	"That guild does not exist."
520	"You have declared a Guild War."
521	"The opposing guild master is not in the game."
522	"That guild does not exist."
523	"You can not declare a Guild War now."
524	"Only guild masters can declare a Guild War."
525	"Your request for a Guild War is refused."
526	"A Guild War against %s guild has started!"
527	"You have lost the Guild War!!!"
528	"You have won the Guild War!!!"
529	"You have won the Guild War!!!(Opposing guild master left)"
530	"You have lost the Guild War!!!(Guild master left)"
531	"You have won the Guild War!!!(Opposing guild disbanded)"
532	"You have lost the Guild War!!!(Guild disbanded)"
533	"A Battle Soccer has started with %s guild."
534	"%s guild wins a point."
535	"The level gap between you two has to be less than 130"
536	"An expensive item!"
537	"Check the item please"
538	"Are you sure you want to sell it?"
539	"Do you want to combine your items?"
540	"Valhalla"
541	"Helheim"
542	"Midgard"
543	"Kara"
544	"Lamu"
545	"Nacal"
546	"Rasa"
547	"Rance"
548	"Tarh"
549	"Uz"
550	"Moz"
551	"Lunen(Maya2)"
552	"Siren"
553	"Ion(Wigle2)"
554	"Milon(Bahr2)"
555	"Muren(Kara2)"
556	"Luga(Lamu2)"
557	"Titan"
558	"Elca"
559	"Å×½ºÆ®"
560	"Now preparing"
561	"(Full)"
562	"Connect"
563	"The TEST server is intended for testing,"
564	"therefore, data loss may occur."
565	"Since Helheim server "
566	"tends to be crowded"
567	"we recommend that you use other servers."
568	"guild member has been withdrawn."
569	"You cannot warp while riding on a unicorn"
570	"Pwned by the Filter!"
571	"Throw it and you may receive some Zen or items"
572	"It is used to increase your item level up to 6"
573	"It is used to increase your item level up to 7,8,9"
574	"It is used to combine Chaos items"
575	"Absorb 30%% of damage"
576	"Increase 30%% of attacking & Wizardry Dmg"
577	"Increase %d%% of Damage"
578	"Absorb %d%% of Damage"
579	"Increase speed"
580	"You are lack of %s items."
581	"Combine items after organizing your inventory."
582	"Skill Damage: %d%%"
583	"Chaos"
584	"%s Success rate: %d%%"
585	"%s Required Zen: %s"
586	"when %s, You must have a Jewel of Chaos"
587	"in order to combine items"
588	"in case you fail on"
589	"Please note that"
590	"the level of items decreases"
591	"Combining"
592	"Exit game after closing the Chaos interface."
593	"Close inventory after moving your items in the inventory."
594	"Chaos combination has failed"
595	"Chaos combination has succeeded"
596	"Not enough Zen to combine items"
597	"Point - no more dates"
598	"Point - no more points left"
599	"Your IP is not allowed to connect"
600	"Item levels must be identical to combine. items are of the same Level"
601	"Improper items for combination"
602	"Chaos combination"
603	"create a ticket of Devil Square"
604	"Create +10 item"
605	"Create +11 item"
606	"!!! ATENÇÃO !!!"
607	"EM CASO DE FALHA O ITEM SERÁ PERDIDO,"
608	"SEMPRE USE TCA PARA EVITAR PERDAS."
609	"Conversation is over"
610	"Notice that when you fail to combine the items"
611	"you can lose the items"
612	"Create Dinorant"
613	"Create Fruit"
614	"Create Wings"
615	"Create cloak of Invisibility"
616	"Reserve: Chaos expansion combination"
617	"Reserve: Chaos expansion combination"
618	"Create Set Item"
619	"Used to create fruits that increase stats"
620	"Excellent"
621	"Increases item option by 1 level"
622	"Increase Max HP +4%%"
623	"Increase Max Mana +4%%"
624	"Damage Decrease +4%%"
625	"Reflect Damage +5%%"
626	"Defense success rate +10%%"
627	"Increases acquisition rate of Zen after hunting monsters +30%%"
628	"Excellent Damage rate +10%%"
629	"Increase Damage +level/20"
630	"Increase Damage +%d%%"
631	"Increase Wizardry Dmg +level/20"
632	"Increase Wizardry Dmg +%d%%"
633	"Increase Attacking(Wizardry)speed +%d"
634	"Increases acquisition rate of Life after hunting monsters +life/8"
635	"Increases acquisition rate of Mana after hunting monsters +Mana/8"
636	"Increases 1~3 stat points"
637	"It is used to combine items for a Devil Square Invitation"
638	"The remaining time is shown"
639	"when you right click on your mouse."
640	"You will enter Devil Square (%d seconds from now)"
641	"The gate of Devil Square will close down in %d seconds"
642	"The gate of Devil Square is closing down (%d seconds remaining)"
643	"You can enter Devil Square now!!"
644	"Devil Square will open in %d minutes."
645	"The %d Square (%d-%d Resets)"
646	"The %d Square (Over %d Resets)"
647	"Congratulations!"
648	"%s, Your bravery is proven in Devil Square."
649	"Must be over Resets 10 to combine the invitation to Devil Square."
650	"Rumor has it that recently monsters have been wandering around Noria. I thought those creatures only existed as part of a legend"
651	"If you want to find out about the Devil Square, go meet Charon in Noria"
652	"The Devil Square is a place where warriors prove their courage. Qualified warriors will be given the Devil invitation. Go to the"
653	"You have come too soon. You may be able to enter the Devil Square if you wait for your time and revisit later."
654	"Some say that the Devil eyes have been found on some monsters on the MU continent. Try to hunt as many monsters as possible to g"
655	"Many adventurers and warriors are crowding into Devil Square to prove their courage. Warrior, are you on your way to Devil Squar"
656	"Do not you want to prove that you are the bravest of the bravest. Opportunity lies ahead of you. If you get the Devil Eye and Ke"
657	"Thousands of years ago, the Devil Eye and Key had once existed in the MU Continent and disappeared. But now they can be seen all"
658	"Are you looking for the Devil Eye too? The Devil Eye can be found on most monsters on the MU continent. If God is with you, you "
659	"Bring me the Devil Eye, Devil's Key, and a Jewel of Chaos. The Devil's invitation will be granted to you only after you bring me"
660	"You've brought the Devil's treasure! May the Goddess of fortune be with you so you may find treasure that suits your needs."
661	"Finally, the gate of Devil Square has opened again. Charon the gate keeper will allow you to enter Devil Square"
662	"Many adventurers are looking for the Devil's Eye and Key. You need both of them to receive a ticket that will get you into Devil"
663	"Only level above %d can do the Chaos Mix."
664	"+%d Item creation"
665	"+12 Item creation"
666	"+13 Item creation"
667	"These items cannot be stored in the inventory."
668	"These items cannot be traded."
669	"Valley of Loren"
670	"You've been given a chance to prove your bravery."
671	"No one has ever entered the Devil Square yet."
672	"No human has ever gone there."
673	"Do not believe anything you see in there."
674	"Only trust your bravery and strength"
675	"Only your bravery and strength will keep you alive."
676	"Enter a new character name."
677	"Bring the Devil's invitation to enter."
678	"You've come too late to enter the Devil Square."
679	"Devil Square is full."
680	"Rank"
681	"Character"
682	"point"
683	"EXP"
684	"Reward"
685	"My Info"
686	"You're underestimating yourself. Choose another square."
687	"If you wish to stay alive, choose another square."
688	"/Firecracker"
689	"Must be over level 15 to combine a Cloak of Invisibility."
690	"Password Verification"
691	"Enter your WEBZEN.COM password."
692	"Unlock Vault"
693	"Choose new password"
694	"Verify new password"
695	"Choose 4 digits for password"
696	"Enter password again"
697	"Enter your WEBZEN.COM password"
698	"Available command: %d"
699	"Proceed with quest"
700	"October 28 ~ November 11, 2010"
701	"Register the sign in game"
702	"Visit our homepage"
703	"To be able to join."
704	"The event."
705	"Rena registered at the Golden Archer"
706	"can be exchanged into Zen"
707	"June 17th ~ July 8th"
708	"1 Rena = 3,000 Zen"
709	"Rena Exchange"
710	"The season of blessing has come and the Golden Archer who collects Rena has appeared on the MU continent. If you take 10 Rena to"
711	"'Rena' is a type of gold coin that was used in the world of Heaven which had existed before the MU continent. If you bring Rena "
712	"After the ressurection of Kundun, some monsters have taken possession of what is called the Box of Heaven. If you find Rena in t"
713	"You've brought 10 Rena. As a token of my appreciation, I will tell you a bit about Rena. Rena is made of a type of golden metal "
714	"Rena embodies a very strong power source of mana and it is said that ancient wizards used to create powerful spells with Rena. W"
715	"After then, scholars of MU studying Etramu discovered that the world of Heaven had actually existed and tried to solve the secre"
716	"But through constant war, all the Rena had disappeared and the studies couldn't be continued. I've tried to find Rena to solve t"
717	"After the resurrection of Kundun, I've discovered that some monsters on the continent surprisingly possessed the box of heaven. "
718	"Before Kundun finds Rena hidden in Mu, we have to find them and figure out the secret and the origin of the power."
719	"June 7-8, 'MU Level UP 2003' event will be held in Coex Mall."
720	"An event solving the secret of heaven will be held from June 7th to 8th"
721	"Bring Rena from the box of heaven."
722	"When you bring 10 Rena, you will be given a number blessed by Lugard."
723	"You can exchange the registered Rena to Zen"
724	"The Golden Archer will stay at Lorencia until July 8th to exchange Rena to Zen"
725	"Are you throwing Rena on the ground? Rena may be of little use in this world, but it can be exchanged to Zen by the Golden Arche"
726	"Ryan, the maid of the bar in Lorencia, says that Rena can be exchanged into Zen. Go see the Golden Archer if you have any Rena."
727	"'Rena' is a type of coin that used to be used in the world of Heaven eons ago. It can't be used in this world, but if you go to "
728	"Loren (New)"
729	"Loren is the name of a kingdom of advanced sword masters and home to many renowned Dark Knights."
730	"Quest Item"
731	"Cannot store in vault."
732	"Cannot be traded."
733	"Cannot be sold."
734	"Select method of combination"
735	"Regular Combination"
736	"Chaos Weapon Combination"
737	"Master Level"
738	"Summon"
739	"Max HP +%d increased"
740	"HP +%d increased"
741	"Mana +%d increased"
742	"Ignor opponent's defensive power by %d%%"
743	"Max AG +%d increased"
744	"Absorb %d%% additional damage"
745	"Raid Skill (Mana:%d)"
746	"Parrying 10%% increased"
747	"You have exchanged Dinorants"
748	"Used to upgrade wings"
749	"Must be over level 10 to use fruits"
750	"Chat display On/Off (F2)"
751	"Size Adjustment (F4)"
752	"Transparency Adjustment"
753	"/filter"
754	"filter word"
755	"Filtering has been activated"
756	"Filtering has been canceled"
757	"Reserve: Chat Window"
758	"Reserve: Chat Window"
759	"Reserve: Chat Window"
760	"Server Migration Error : Please contact a customer service representative."
761	"[error21] Try running the game again. If the same error occurs again, reinstall the game."
762	"[error22] Try running the game again."
763	"[error23] Try running the game again. If the same error occurs again, reinstall the game."
764	"[error24] An error has occured. Please reinstall the game."
765	"[error25] A hacking tool (%s) has been detected. The game will shut down."
766	"[error26] A hacking tool (%s) has been detected. The game will shut down."
767	"[error27] A file is missing. Please reinstall the game."
768	"[error28] An important file has been corrupted. Please reinstall the game."
769	"[error29] An important file has been corrupted. Please reinstall the game."
770	"[error30] A file is missing. Please reinstall the game."
771	"[error31] An error has occured. Please restart the game."
772	"[error32] A game file has been corrupted."
773	"Reserve : MFGS"
774	"Reserve : MFGS"
775	"Reserve : MFGS"
776	"Reserve : MFGS"
777	"Reserve : MFGS"
778	"Reserve : MFGS"
779	"Reserve : MFGS"
780	"/Scissor"
781	"/Rock"
782	"/Paper"
783	"Hustle"
784	"Reserver : Emoticon"
785	"Reserver : Emoticon"
786	"Reserver : Emoticon"
787	"Reserver : Emoticon"
788	"Reserver : Emoticon"
789	"Reserver : Emoticon"
790	"[error1001] : Try restarting the game."
791	"[error1002] : Can't connect to nProtect. Please restart the game."
792	"[error1003-%d] : If the same error continues to occur, contact our customer support from our website at http://muonline.webzen.c"
793	"[error1004] : A speed hack has been detected. The game will shut down."
794	"[error1005] : Game hack (%d) detected. The game will shut down."
795	"[error1006] : Either you have run the game multiple times or the GameGuard is already running. Please close the game and try res"
796	"[error1007] : An illegal program has been detected. Please shut down unnecessary programs and restart the game."
797	"[error1008] : Window's system files have been partially corrupted. Try re installing the Internet Explorer(IE)."
798	"[error1009] : GameGuard has failed to run. Try reinstalling the GameGuard setup file."
799	"[error1010] : The game or GameGuard has been altered."
800	"[error1011-%d] : If the same error continues to occur, send an email to gameguard@inca.co.kr with the error number and erl files"
801	"Reserve : GameGuard"
802	"Reserve : GameGuard"
803	"Reserve : GameGuard"
804	"Reserve : GameGuard"
805	"Reserve : GameGuard"
806	"Reserve : GameGuard"
807	"Reserve : GameGuard"
808	"Reserve : GameGuard"
809	"Absolute Weapon of Archangel"
810	"Stone"
811	"Absolute Staff of Archangel"
812	"Absolute Sword of Archangel"
813	"Used in the online event"
814	"Used when entering Blood Castle"
815	"Reward received when returned to the Archangel"
816	"Used when creating a Cloak of Invisibility"
817	"Absolute Crossbow of Archangel"
818	"Stone Registration Button"
819	"Acquired Stones"
820	"Registered Stones (Accumulative)"
821	"Accumulated stones can be used"
822	"via the website from October 14th."
823	"Collecting Stones. Please give me stones that you've acquired!"
824	"%s Closing (in %d seconds)"
825	"%s Infiltration (in %d seconds)"
826	"%s Event ends (in %d seconds)"
827	"%s Event shuts down (in %d seconds)"
828	"%s Penetration (in %d seconds)"
829	"You may enter only %d times per day."
830	"I see that you have the Cloak of Invisibility. But you need to wait till the gate opens to enter the Blood Castle."
831	"Your courage is admirable but you need a Cloak of Invisibility to enter Blood Castle. You need more than just courage, warrior."
832	"Your will to help the Archangel is appreciated. But be careful, young warrior for Blood Castle is a dangerous place. May God be "
833	"Ah! Great warrior. Thanks to your help, we have been able to protect the lands from Kundun's soldiers. As a token of our appreci"
834	"You're a warrior in training, I see. I will trust in your courage. Go ahead and bring down those evil creatures and bring me bac"
835	"If you think you are brave enough a warrior, go to the Blood Castle. They say you can receive the Archangel's blessing."
836	"You've come to purchase a Cloak of Invisibility? Acquire the 'Scroll of Archangel' and a 'Blood Bone' and visit the Chaos Goblin"
837	"Have you come to repair something? I don't know where Blood Castle is. Why don't you go ask the Messenger of Archangel in Devias"
838	"Blood Castle is an extremely dangerous place. You might want to go with others as courageous as you if you want to help the Arch"
839	"Are you going to the Blood Castle? Please help out the Archangel. Please!"
840	"You'll find the 'Scroll of Archangel' and 'Blood Bone' by hunting monsters on the Continent of Mu."
841	"The Archangel has been protecting this land from the evil hands of Kundun since the very beginning. I'm sure he'd be glad to fin"
842	"It seems as though the only one who can help the Archangel is you."
843	"The liquor that I sell here strengthens the warriors. Help yourselves to defeat the evil creatures in Blood Castle."
844	"I heard the creatures in Blood Castle are vicious. And you're going there? Quite a brave soul, you are."
845	"The Archangel is fighting the evil creatures of Kundun in the Blood Castle alone! If you are indeed as brave as you say you are,"
846	"Messenger of Archangel"
847	"Castle %d (Resets %d-%d)"
848	"Castle %d (over Resets %d)"
849	"Archangel"
850	"You can enter %s now."
851	"After %d minutes you may enter %s."
852	"The time to enter %s has passed."
853	"The maximum capacity of %s has been reached. The max. number allowed is %d."
854	"The Resets of the Cloak of Invisibility is incorrect."
855	"Even if you die or use the 'transport command' or the 'Town Portal Scroll' during the quest, do not disconnect until the quest i"
856	"The weapon has been found. Thank you. You'd better get yourself out of here quickly."
857	"completed the Blood Castle Quest!"
858	"Congratulations! You have successfully"
859	"to complete the Blood Castle Quest."
860	"Unfortunately, you have failed"
861	"Rewarded Exp: %d"
862	"Rewarded Zen: %d"
863	"Blood Castle Point: %d"
864	"Monster: ( %d/%d )"
865	"Time Left"
866	"Magic Skeleton: ( %d/%d )"
867	"You are not allowed to enter more than %d times in one day."
868	"Entrance is allowed for %d times"
869	"%d %s %s Schedule"
870	"Chaos Dragon Axe, Chaos Lightning Staff"
871	"Chaos Nature Bow"
872	"Wings(7 types), Fruit, Devil's Invitation"
873	"Dinorant, +10, +15 items, Cloak of Invisibility"
874	"Cape of Lord"
877	""
878	""
